name,created_at,location,statuses_count,followers_count,favourites_count,friends_count,lang,dataset
La Dallouei,4090,1005,9971,1271,10146,619,it,0
Susy Longoni,4090,736,117,53,1,56,en,0
Ettore,4089,349,14467,1612,431,1581,it,0
Matteo Pego,4089,154,1869,95,42,135,it,0
Alessio S.,4086,671,504,133,1,270,it,0
Roland Seph Erulo,4083,552,360,190,12,620,it,0
EmilyLoves1D,4083,800,2620,357,17,826,it,0
Giorgina B,4081,1246,3461,239,458,348,it,0
Roberto Peccolo,4080,1616,9966,115,60,454,en,0
Lisa Jucca,4079,403,2765,2698,56,261,en,0
orso Fritz,4077,1423,24057,1076,69,840,it,0
♔ Ricardo Piana,4073,163,30909,2818,1981,3032,en,0
MassimodeFavari,4073,726,2685,68,585,258,it,0
Gianpi Francaviglia,4071,1225,161,72,3,14,it,0
Francesco Tuveri,4070,421,2656,95,224,174,en,0
Acas,4068,1334,16955,3286,2,2743,it,0
CarlaMangado,4065,648,4067,777,347,1995,en,0
Sarins,4062,726,4190,140,46,190,en,0
Vittoria Nicolò,4061,1149,14246,932,4047,781,it,0
Dario Coppola,4059,564,594,44,0,91,it,0
Daniele Colossi,4058,128,360,81,78,182,it,0
Michela,4056,1195,707,27,1,59,it,0
Arianna Giuliodori,4056,897,444,125,16,452,en,0
foxyvol,4054,1121,15131,2107,1170,1898,it,0
Solargarden,4053,1366,5936,200,81,461,it,0
Lu,4051,1005,540,57,14,104,it,0
Sandro Repetti,4049,723,889,201,7,500,en,0
il Postino,4048,943,3980,625,267,268,it,0
perplessa,4048,1299,5558,872,3146,625,it,0
Donatella Caldarazzo,4047,1538,1656,126,20,650,it,0
Michele Maschio,4046,1268,3139,237,32,487,it,0
ukizero.com,4044,672,5660,554,6,937,it,0
Fabiola Raffa,4044,897,476,347,4,431,en,0
liuk_on_the_stick,4030,239,63,10,10,41,en,0
Luca Pastore,4029,417,621,25,2,135,it,0
Fabio Rossi,4027,183,160,53,1,487,en,0
Peter PaT ,4026,562,9410,577,448,776,it,0
Francesco Profumo,4025,917,777,87,0,305,it,0
Enrico Biagini,4019,589,10378,286,321,538,it,0
Marianna Marra,4019,1005,622,49,7,218,it,0
Francesco Mattioli,4014,426,1550,235,5,533,it,0
Ste from Purpleland,4012,439,6634,326,136,423,it,0
lorenzo,4010,381,112,154,0,257,en,0
Aladino,4007,1377,1671,86,50,80,it,0
fasolo ,4005,1398,887,547,179,1416,it,0
Furio Spinosi,4003,418,36944,582,702,437,it,0
Rosario Di Paola,4003,797,200,43,2,203,it,0
Gianni Di Pippa,4003,497,104,63,0,295,it,0
Andrea Ruffo,4001,1311,101,22,3,29,it,0
kona. ,4001,556,1358,119,136,626,it,0
Annamaria Pezzulo,4001,1613,288,11,9,68,it,0
Mario Maffei,3999,1048,883,1047,7,1516,it,0
Daniela M.,3997,146,8662,172,31,115,it,0
Francesco Angelucci,3996,563,1352,1403,287,1442,it,0
edriGJ,3995,995,639,136,12,471,it,0
Simonluca Teodoro,3994,919,441,36,0,166,it,0
Maria Beatrice,3994,723,5369,300,28,102,it,0
clear,3994,567,30010,478,659,261,en,0
Matteo ,3993,1411,3366,78,6,215,it,0
Sabrina,3991,888,1529,315,1409,706,it,0
Daniele Bianchi,3991,624,2212,117,2,287,es,0
Martina Orlandi,3989,805,252,53,6,411,it,0
Micche,3986,441,272,106,106,232,it,0
Margherita Serraglia,3986,726,3088,221,723,561,it,0
Manila Roberta Fiume,3985,760,629,61,236,179,it,0
Massimo Trovato,3984,62,3134,162,422,369,it,0
Sherwood,3981,883,4145,3137,24,142,it,0
*Joey*,3980,1229,236,71,225,109,it,0
Miscugliobiondo,3980,1439,520,101,98,286,it,0
Mr.Vogr,3977,461,9824,195,102,117,it,0
Andrea Maccarrone,3975,1005,493,300,3,310,it,0
ricWhat,3975,558,6475,438,983,938,it,0
Selene ,3970,409,137,13,4,48,it,0
Nicoletta Fersini,3970,889,1257,160,259,243,it,0
ValerÑŽ Å½Ä“Ta,3969,163,5671,210,161,235,it,0
Andrea Ceotto,3965,1074,1149,45,19,85,it,0
Jean Lyn C.,3965,1556,4323,80,99,40,it,0
Maurizio Mucciola,3958,381,1063,88,35,228,en,0
Beatrice Cammertoni,3956,195,106,74,0,334,it,0
Jim,3954,846,1368,252,98,627,it,0
MarcoRitardo,3954,1251,770,42,28,149,it,0
Alessio Vandini,3952,67,5755,201,3,165,it,0
DAS,3950,293,3907,315,31,460,it,0
The Prince,3950,730,1465,61,38,158,it,0
Fabio,3950,558,3653,84,23,118,it,0
Alberto Migliorini,3947,75,3569,127,4,290,it,0
Simone,3946,165,8707,1053,400,448,it,0
Lorem Ipsum,3943,1486,1254,54,2,219,it,0
Francesca Milano,3942,417,257,43,15,64,it,0
Cinzia Socini,3939,1236,3204,120,4,253,it,0
Giulia,3935,726,1875,97,525,198,it,0
Oliver Host,3930,1225,1287,22,4,105,it,0
Simone De Falco,3928,895,6793,210,23,175,it,0
Fabiana,3928,445,431,29,12,195,en,0
Marco,3926,1098,32223,4053,3025,956,it,0
Leonardo Perini,3925,247,107,89,4,81,it,0
All too well.,3923,1021,8679,274,257,251,en,0
Made in Germany.,3922,491,5707,281,2535,259,it,0
Giovanni Corbo,3919,564,485,423,0,400,it,0
Bernice Boakye Dufie,3918,1321,834,102,15,252,it,0
Francesco Cristofori,3918,564,666,33,1,135,it,0
monique campaner,3917,1392,6812,163,253,445,it,0
Domenico Genovese,3916,733,1462,68,6,96,en,0
Riccardo Siffredi,3914,68,746,61,9,203,it,0
Tori_SoA,3912,440,28833,329,61,588,it,0
Simone Bassini,3911,758,1583,46,3756,98,it,0
PippoVardelli,3905,625,572,133,37,209,it,0
lawfox,3903,558,2917,395,12,700,it,0
Undòmiel ♡,3900,885,12381,297,259,215,it,0
Carrie,3900,726,5299,1218,13,554,it,0
Sara,3899,195,2511,66,0,58,it,0
roland,3899,1554,9,19,3,139,it,0
Enrico Pizzolo,3899,1322,154,45,6,94,en,0
lorentinovero★★★,3897,1229,861,32,2,93,it,0
Michele Soana,3893,172,716,149,109,428,en,0
Supertramp,3893,873,4428,1228,934,970,it,0
Dirty Machine,3891,1599,9115,464,3531,410,it,0
Ceccarelli Dario,3891,1299,259,97,53,126,it,0
Giovanna Fortunato ,3888,260,18470,1341,4279,2002,it,0
Simo∞,3888,806,2493,275,8,549,it,0
Alessia •,3884,564,1549,92,399,469,it,0
Chiara,3878,261,47918,3074,434,1686,it,0
tsizzi il regolare,3872,1505,280,117,4,184,en,0
Massimiliano Mannino,3871,1225,12834,678,1903,337,it,0
Giacomo (Punto Cult),3869,1444,1172,206,77,341,it,0
Laura Sansone,3867,1154,32448,1330,834,1609,it,0
Reiko,3867,220,144,58,67,194,it,0
Zazie von Klausen,3867,1017,4392,418,6,1020,it,0
Alex Della Vecchia,3866,309,3450,127,11,123,it,0
Matia Sampietro,3865,340,691,61,34,153,it,0
Carmen Sigillo,3863,797,6554,411,637,560,it,0
Letizia Ceccarelli,3861,719,1824,156,57,91,it,0
Ivan Iraci,3857,456,3110,128,63,178,it,0
Cosimo Cacciavillani,3856,883,922,174,67,383,it,0
each other ♥,3852,448,15703,337,123,321,it,0
Cassandra Di Giacomo,3851,260,185,128,121,487,it,0
Lapo Guidi,3849,417,117,20,2,92,it,0
piero,3848,1491,2630,44,16,133,it,0
Rebecca ,3848,683,3800,110,251,270,it,0
Leonardo Mecca,3846,404,1535,56,96,158,it,0
Ivana Serrapica,3845,487,363,35,11,236,it,0
Ciro Esposito,3840,457,3597,111,1,209,it,0
Flavio Rollo,3840,1005,471,87,3,361,it,0
Vincenzo Ruocco,3838,797,450,46,6,205,it,0
Mamma con i tacchi,3837,936,1359,1084,11,410,it,0
Michele Bussolotto,3836,407,178,70,20,176,it,0
Galaurchi Alessandro,3836,310,604,80,0,206,it,0
My Fantabulous World,3833,420,5811,1578,11,332,it,0
Gianluca Pietra,3832,906,733,104,1,268,it,0
Martina De Gennaro,3832,1013,108,104,31,81,it,0
unpuntodivista,3831,1111,274,20,4,80,it,0
Marco Leppini ツ ,3831,164,11114,737,437,1968,it,0
Sharon Janis ▲,3829,304,568,158,19,209,it,0
Roberto Minasi,3829,711,165,45,0,179,it,0
Matteo Bianchi,3828,1191,4837,222,5,338,it,0
Lorena Foti,3827,69,5217,254,67,170,it,0
Francesco Calaprice,3826,23,30,9,0,37,it,0
andrea mazzon,3825,1063,2894,80,10,145,it,0
vito stopardi,3823,27,4140,205,10,770,it,0
M,3823,1320,324,82,8,128,it,0
Il Gosth,3821,956,5315,219,186,383,it,0
sotroppfort,3819,1609,593,193,16,879,it,0
paola faravelli,3818,640,18860,1377,646,693,it,0
Alberto Barosco,3817,1308,1806,193,393,117,it,0
And Ri,3814,1005,1096,45,84,289,it,0
AndreaBascucci Bascu,3813,995,759,286,2,1625,it,0
Eve's Lost Control,3809,71,5311,1249,296,886,it,0
Paolo D'Alfonso,3804,558,903,126,6,273,it,0
mario damiano,3803,1533,360,14,4,38,it,0
ioia,3802,1577,7227,786,2356,834,it,0
El,3801,1238,19620,1084,38,899,it,0
Simone My,3801,919,595,102,19,219,it,0
martina salsa,3801,1486,1215,105,14,547,it,0
Manfredi Lombardo,3798,888,634,430,5,546,it,0
Marco Trotta,3797,163,2941,1230,40,1428,it,0
gianluca ruggieri,3796,1528,3784,336,173,787,it,0
Emilio Napoletani,3796,49,185,12,4,66,it,0
†UpInTheAir†,3794,1486,288,42,21,148,it,0
Giorgio Guerra,3794,1089,440,58,1,256,it,0
Vetere Marcello,3793,1607,1799,97,36,348,it,0
psicoblogger.it,3788,731,1200,4878,2899,5335,it,0
Vito Creamy,3785,463,1336,152,355,193,it,0
gloria zurlo,3783,564,648,95,59,89,it,0
Paolina Scalisi ,3782,711,225,77,219,178,it,0
Jane austen,3780,1229,276,87,40,171,it,0
Alessandro Agazzi,3780,1086,892,37,1,660,it,0
Stefano Biasiucci,3777,250,4775,209,8,1163,it,0
Laura Trudu,3776,558,446,111,15,528,it,0
Elena Caruso,3771,954,1580,834,53,993,it,0
Francesco Ciacci,3770,1125,2541,143,231,276,it,0
Vittorio Bartoli,3770,862,205,41,3,175,it,0
Rosalia,3765,723,982,75,89,290,it,0
Danilo Battaglia,3764,1668,630,86,1,185,it,0
mony | carelli,3761,1226,512,99,25,163,it,0
manuSsn,3760,1024,6566,313,135,646,it,0
♡ElisДཻbettДཻ♡,3758,934,16432,1119,2215,1529,it,0
~Endlessly~,3756,888,16490,260,1492,350,it,0
ChiaraEleonora Scano,3753,298,26,11,2,93,it,0
Enrico Vicari,3753,881,9317,161,2,195,it,0
Stefania Arrigoni,3752,774,891,68,5,267,en,0
NicolÃ² Dalle Molle,3751,1094,1325,107,263,98,it,0
Berlanda Mauro,3749,564,2186,193,24,320,fr,0
Alfonso Flauto,3748,1049,1924,62,426,157,it,0
Cristiana,3744,322,189,27,17,54,it,0
Sara sweet,3743,1490,3316,378,3,662,it,0
Grace,3740,612,10677,2436,1204,1978,it,0
Roberto Grossi,3737,2,1080,79,10,360,it,0
Roberto Mazzini,3737,767,1828,129,15,340,it,0
Luigi Spota,3734,932,798,29,3,105,it,0
Sara Kaito,3732,861,642,68,190,122,it,0
Michela Piccirillo,3727,883,2818,101,557,229,it,0
Flavio Troia âœ©âœ©âœ©âœ©âœ©,3726,624,1260,105,25,230,it,0
Davide Cantire,3721,1123,4279,132,6,892,it,0
Lidia Borzi,3716,1381,49,166,6,417,en,0
Vincenzo Venerito,3716,389,362,72,1,112,it,0
cristiano gianangeli,3716,1107,3427,396,13,962,it,0
Michele Iervolino,3716,797,52,24,0,137,it,0
ilmioPoetaFrancesco♥,3716,632,24423,1057,1834,1433,it,0
Cristiano Bozzoli,3712,168,1670,257,145,1462,it,0
aleresc,3710,1528,1206,80,14,346,en,0
rossana soldano,3709,591,2161,150,266,137,it,0
fabio bruno,3709,1521,518,148,17,488,it,0
Alberto Imbrosci,3707,727,1379,66,236,662,it,0
martola ⚓,3707,558,3332,269,281,253,it,0
Michele Fubo Buso,3707,726,4235,111,47,163,it,0
Mago Evón,3706,1330,1075,75,163,160,it,0
Jacopo Carione,3701,726,438,35,2,316,it,0
Francesca Pierangeli,3700,726,103,14,0,50,it,0
Giovanni Mele,3699,634,2053,597,19,1994,it,0
Gianpaolo,3697,797,639,48,1,123,it,0
Fabrizio,3697,1268,3863,102,457,90,it,0
Cristina Noferi,3696,417,1573,54,37,109,it,0
Michael Ghiringhelli,3696,1299,506,20,6,22,it,0
Alberto Berton,3694,726,1823,118,42,275,it,0
Requiem,3694,519,1598,39,16,74,it,0
Giada Ma,3692,1486,768,68,60,143,it,0
Luigia Gagliardi,3690,1424,1350,64,767,427,en,0
♡ D e b o r a ♡,3687,564,2386,338,810,400,it,0
emi muscogiuri,3686,1487,741,311,62,904,it,0
Ciccio Nucera,3685,1026,217,47,216,73,it,0
▪alegnaιraм▪,3684,218,1550,256,176,490,it,0
Francesca Piermartir,3681,1566,438,23,3,106,it,0
Fiamma,3680,322,2074,94,216,361,en,0
Davide,3679,1601,1188,65,1,235,it,0
RenaCassi,3679,754,2698,136,159,222,it,0
simone26,3678,918,1347,70,6,255,it,0
Massimo Noce,3678,1029,1148,141,20,599,it,0
Giulia Lo Porto,3677,891,3511,156,87,516,it,0
iPhabi,3677,928,3693,172,105,370,it,0
Sabrina G,3676,1314,9950,658,18,701,it,0
francesco santoro,3674,1420,15238,516,30,801,en,0
MartyFairy,3674,659,195,19,58,53,it,0
federica.,3674,842,3053,155,390,285,it,0
Jessica ,3674,590,1086,141,1015,249,it,0
Hank Prime,3673,1005,977,70,138,202,it,0
Mariachiara Pezzotti,3672,154,2846,289,61,201,it,0
Pietro Dinoia,3671,726,948,66,0,236,it,0
Luigi Bonifacio,3669,564,3134,191,80,778,it,0
Carmen Colasuonno,3669,1011,2171,189,148,313,it,0
Ambra Manella,3668,1664,1583,230,417,273,it,0
gianluca paris,3668,1154,69,40,0,56,it,0
Daniele Qualcosa,3662,194,2177,88,437,281,it,0
Primo De Vecchis,3660,1059,1848,778,0,1999,it,0
Giulia Pulcinelli,3659,1005,2230,93,401,159,it,0
marti,3657,726,165,30,1,314,it,0
ROBERTO FURESI,3654,1528,17681,937,105,1491,en,0
Federiga bindi,3652,423,5845,611,547,745,en,0
Simone Schirru,3651,107,3144,93,461,239,it,0
El,3642,30,5544,260,124,522,it,0
Cinzia Di Martino,3642,754,556,237,38,358,it,0
Francesco Occhetta,3641,561,660,757,34,263,it,0
Giulia Colombo,3641,315,331,95,8,396,it,0
emilia cividini,3641,1486,4633,158,59,413,it,0
smile justin†,3641,227,13511,1103,1069,1999,it,0
Giacomo De Gaspari,3634,1306,4,33,0,523,it,0
Toni Belloveso Crux,3633,736,1420,49,36,97,it,0
Angela Castellano,3632,163,1277,190,11,275,it,0
Andrea Cardinale,3631,404,2692,591,43,899,it,0
francesco tannoia,3631,1509,2882,63,8,428,it,0
Debbie,3629,883,2500,90,504,137,it,0
Marco,3627,1005,847,49,2,79,it,0
me,3626,1404,19978,866,580,1524,it,0
tempodistratto,3625,634,668,38,204,71,it,0
Andrea,3624,1009,2388,122,83,342,it,0
Samuel Mollica,3623,317,146,47,1,315,it,0
Claudia Gonnelli,3621,1473,4542,184,1686,204,it,0
Maurizio Pinto ⊙_⊙,3619,1250,22679,560,381,661,it,0
mary di bella,3619,1486,6151,104,28,190,it,0
Lorenzo Taiarol,3618,1005,576,78,0,209,it,0
Pier Boggio,3618,1005,129,8,1,78,it,0
Elisa De Arcangelis,3618,1007,8784,353,37,582,it,0
Luca Baietti,3616,20,2291,93,290,287,it,0
Yannick Anné,3616,1202,145,17,1,72,nl,0
Luca R,3616,27,1029,207,0,414,it,0
Tyler ha votato 5âœ©,3615,374,16722,751,1740,1953,it,0
antonio mantriota,3612,1005,1406,319,22,1027,it,0
alessio soardi,3611,0,18528,852,88,1409,it,0
Giuseppe Canale ,3610,979,1166,82,511,92,it,0
EmanueleRossi,3609,1400,3266,384,39,1172,it,0
Claudia.K,3608,847,507,34,35,88,it,0
Tiziana Ricci,3607,972,1019,143,160,213,it,0
Jess - Freak - L.,3606,112,1401,203,275,441,it,0
francesca rosa,3606,1416,203,97,66,255,it,0
Andrea Latino,3603,11,3866,533,0,51,it,0
Lella La Rosa,3603,260,669,284,69,362,it,0
little_ezio,3602,1502,1128,396,8,1158,it,0
Carmela Marcantonio,3602,755,986,43,13,101,it,0
Riccardo Meneghini,3600,406,638,139,1,176,en,0
claudio pasqualucci,3594,1169,124,26,4,55,it,0
Guybrush Threepwood,3594,759,108,13,2,28,it,0
â˜†â€¢Â°â€¢ Glolux â™¡ â€â€¢Â°â€¢â˜†,3594,1025,6532,181,70,237,it,0
Gabriele Angelo Mele,3590,353,899,77,0,344,it,0
Giuseppe Borruso,3589,1241,1878,262,54,685,it,0
Teo Orlando,3588,547,8639,348,412,491,it,0
giovanni de vivo,3587,101,842,77,3,200,it,0
Fabio Mosca,3586,1234,1911,112,86,137,it,0
Valentina Vavi Aramu,3586,964,20,21,0,79,it,0
Fabrizio Bratta ,3585,1002,6652,383,235,1828,it,0
TurtleMarta,3584,485,1587,57,84,276,en,0
Nicolò Turco,3584,486,24,71,5,259,it,0
Alice,3580,721,1766,95,4,255,it,0
Guido Capozzi,3578,510,77,30,20,46,it,0
The Lord of the Rats,3577,797,3119,426,344,653,it,0
cesare barbanera,3572,1564,2642,207,39,868,it,0
Giovanni Scazziota,3572,126,1780,62,274,346,it,0
Daniele Colombo ,3572,735,293,42,0,139,it,0
nunzia russo,3569,978,853,62,38,388,it,0
Jeena,3568,661,1843,262,98,323,it,0
Ildi Shelna,3568,929,2222,159,69,227,it,0
Andrea Santagata,3568,726,1171,1158,12,550,it,0
Nicola Roscio,3566,416,178,40,24,248,it,0
luciano_crocco,3564,1552,2069,131,336,356,it,0
Sandro Dal Piano,3564,883,373,83,0,211,it,0
Stefano Mischi,3564,1635,2368,78,40,272,it,0
CrazyHorse,3563,108,825,76,130,396,it,0
maurizio placido,3561,881,173,12,2,41,it,0
Febbio,3560,102,530,138,53,429,it,0
Francesco Aragona ,3558,1121,608,76,1,213,it,0
Daniele Giangiulio,3558,883,266,39,7,180,it,0
Laura Spadafora,3555,656,58,29,52,114,it,0
Alessandra Russo,3555,0,1133,106,99,242,it,0
Giulia Zangrando,3553,1063,154,17,1,96,it,0
giobovic,3553,1486,1225,60,66,289,it,0
ILARIA ,3551,364,998,328,58,1435,it,0
Thomas Carnabuci,3550,299,1280,88,19,613,it,0
Matteo Pinelli,3550,664,2391,332,27,351,it,0
Michel Chasseur,3549,270,301,49,95,84,it,0
Alessia Pescatori,3545,382,3098,59,587,165,it,0
Daniele,3544,982,1167,177,12,323,it,0
Martina Tyna Romano,3544,558,250,54,7,153,it,0
Jay,3543,737,1681,148,6,232,it,0
Valerio Tavolazzi,3542,412,3717,225,21,290,it,0
Rossana Carenzi,3540,733,199,31,1,121,it,0
Emanuele Rappa,3539,726,402,30,95,58,it,0
Ila1893,3537,447,2453,333,1510,678,it,0
Camilla Oblomova †,3537,558,6595,51,0,317,it,0
gi-f architecture,3537,1530,219,263,4,1627,en,0
Giovanna Stringile,3536,564,991,55,9,100,it,0
Laura Tiberio,3535,433,2549,138,519,181,it,0
Daniel Yuma Testa,3532,145,344,24,14,99,it,0
monica cianchini,3532,1579,657,55,1,90,it,0
valentino fiscon,3530,1488,2464,124,645,186,it,0
✨LuSherazad ✨,3526,1553,812,113,8,578,it,0
Sara Perilli,3526,122,1142,176,3,494,it,0
Georgia Di Odoardo,3524,919,399,21,1,80,it,0
NERI :: MOTTA,3523,558,144,121,0,23,it,0
oro nero,3522,1579,2437,1594,363,1994,it,0
skyscraper.,3522,13,6991,1001,2401,614,it,0
il toso,3521,1061,1045,66,29,125,it,0
ranuz11,3521,163,862,237,41,237,it,0
Bruno Lapira,3521,1128,1181,80,0,279,it,0
elisa scaccianoce,3520,1528,106,27,7,192,it,0
l'altra_guancia_mai,3519,625,17158,895,157,1012,it,0
andrea bianco,3517,46,2517,54,1,125,it,0
Ares Azzolini,3516,24,11092,591,1318,723,it,0
Margherita Baratti,3514,464,92,24,4,118,it,0
Enrico70,3514,667,635,28,46,77,it,0
MarioBiondiScrittore,3513,558,2417,111,0,21,it,0
Stefano Tripi,3510,1113,1121,120,6,155,it,0
Jacopo Nicolò Marin,3508,934,47,25,8,112,it,0
Samu.,3506,575,1421,30,121,84,it,0
Stewart.,3505,1508,8021,1082,142,1225,it,0
Françoise,3504,919,18427,797,2431,925,it,0
paola astrici,3503,801,253,47,2,122,it,0
Momento d'Inerzia,3503,431,2032,184,14,632,it,0
Edoardo Pelganta,3501,726,231,102,1,203,it,0
Antonio Grizzuti,3500,861,2177,178,186,648,it,0
Green,3499,421,2487,196,588,329,it,0
Daniele De Cicco,3499,1393,248,85,5,401,it,0
Annalisa Orsi,3499,441,262,71,5,110,it,0
Irene Grillotti,3499,916,992,199,81,297,it,0
Marco Turrini,3498,704,460,99,15,341,it,0
Enrico Mancini,3498,1243,1049,67,18,162,it,0
Edoardo T,3498,564,2130,124,43,643,it,0
Fred Modbel,3497,337,3701,501,1348,528,it,0
scienziatopazzo,3497,1642,3061,86,6,95,it,0
Stefano Buda,3497,248,41,42,1,79,it,0
Ulrich A Zanconato,3496,1437,1396,175,68,327,en,0
Leojesus,3496,272,1784,70,303,209,it,0
Gianni B vipstaff,3496,1320,2317,378,100,380,it,0
Giulia Restelli,3494,720,764,120,94,269,it,0
Francesco Porzio,3491,694,72,21,0,45,it,0
Federico Tarquini,3491,1005,155,26,0,51,it,0
AnaÃ¯s Â·Â·,3490,1209,4001,639,894,355,it,0
Michele Nosari,3489,1216,410,30,0,407,it,0
Max,3488,1441,1448,344,2,548,it,0
angela borrelli,3487,1536,807,99,147,366,it,0
Gwinny,3482,1251,411,31,29,139,it,0
Paola Frassinetti,3482,729,528,822,5,170,it,0
Adriano Russo,3482,735,184,41,21,140,en,0
Rosa Sirico,3481,726,1066,239,61,775,it,0
Silvia Cusinato,3480,883,975,35,0,104,it,0
Secco Jâ—Žnes â€ ,3477,70,585,92,4,110,it,0
Carlo Castruccio C.,3477,260,587,115,48,243,it,0
simoferraro,3477,648,1034,222,37,389,en,0
MagicDax,3476,263,142,3,1,56,it,0
Angela Marino,3476,1029,5804,562,29,626,it,0
Jenni Morelli,3475,471,960,172,108,535,it,0
deiv,3475,86,18,26,0,99,it,0
Danilo Alonzi,3473,1528,1747,174,13,307,it,0
Federica Lanza,3473,1005,107,56,2,161,it,0
Jess ♡,3471,1005,1579,256,2046,457,it,0
Maffy,3471,726,2775,211,178,388,it,0
Carla Carpani,3471,417,5351,448,261,1108,it,0
#RIPRichardGriffiths,3470,1367,19775,1781,3785,1275,it,0
νίνчªŋα♬⑦╚їⓖд,3468,475,2697,282,16,525,it,0
Giallu Facchini,3468,395,1049,50,8,304,it,0
Umberto B,3468,323,882,44,30,168,it,0
alice dalla vecchia,3468,81,939,130,81,335,it,0
Mariachiara Sparvoli,3467,719,211,76,2,171,en,0
ilPux,3466,690,222,125,20,300,it,0
Mirella De Gaetano,3465,1644,1066,188,0,227,it,0
Fofò Casual,3465,1333,295,96,6,233,it,0
Sergio Salis,3463,1088,444,108,4,497,it,0
Conte Perrone,3463,235,600,77,47,436,it,0
Daniele Occhiuzzi,3461,268,1613,836,10,1996,it,0
Francesca,3461,1005,1962,1419,5,337,fr,0
Elena Piangerelli,3459,1005,358,161,9,700,it,0
augusta fontana,3458,1510,5206,172,10,337,it,0
Andrea Faedda,3457,1085,745,96,13,308,it,0
Biagio Capula,3457,436,2226,308,18,816,it,0
Max30sulcampo ,3456,734,8685,670,464,967,it,0
Miriam,3455,1483,868,164,36,351,it,0
Lara B.,3454,564,752,43,19,190,en,0
Antonio Melis,3454,1248,549,63,43,157,it,0
Andy,3453,797,4212,130,153,75,it,0
Franko Sterpin,3453,153,7,4,0,29,it,0
Daniela Pelagalli,3453,28,3806,198,528,126,it,0
Luisa Ferrara,3452,1290,1292,38,498,101,it,0
Lorenzo,3452,654,140,13,1,31,it,0
Roberto Moliterni,3452,1005,497,56,44,242,it,0
angelo regazzi,3451,1555,88,20,1,94,it,0
Giuseppe Marchese,3451,575,7,6,1,54,it,0
ScleraMella ,3451,980,926,57,139,266,it,0
Fabrizio Magnifico,3451,592,1781,55,911,256,it,0
Lamberto Porzio,3450,1633,133,25,1,131,it,0
Carolaina TwoFingerz,3450,726,1112,130,11,140,it,0
Mattia Zambon,3448,1302,1945,75,14,384,it,0
Davide D'Annibale,3448,1005,120,119,1,147,it,0
cettiincrisi,3448,1195,3029,200,1787,229,it,0
Sebastiano Zarbano,3448,1384,956,23,7,212,it,0
Morgana.,3447,1022,205,61,11,143,it,0
Potter Dalekϟ,3447,1474,4333,320,1031,384,it,0
Emiliano Salvi,3447,736,629,105,5,357,it,0
Lilli,3447,64,3551,45,27,29,it,0
Mauro Rana,3447,1105,4557,423,43,757,it,0
Ale_ssandro F.,3446,1665,651,129,56,278,it,0
Marco Nonis,3444,695,1183,7,21,87,it,0
Alberto Lazzarin,3444,1304,648,53,11,236,it,0
federica battistini,3444,1407,708,93,11,308,it,0
Angelica Coco,3444,373,263,79,11,286,it,0
Gianni Brillante,3444,946,680,73,128,222,it,0
Giancarlo Garonna,3443,1021,250,17,0,242,en,0
Matteo Manca,3443,1016,4245,264,419,731,it,0
Francesco NeroDj,3443,566,16601,211,806,172,it,0
Luca Buchetti,3443,1093,66,2,0,35,it,0
Valentina M.,3443,655,3044,213,380,623,it,0
La Tati ;),3443,321,1552,144,1227,302,it,0
Francesco Ricci,3442,463,506,106,6,168,it,0
Carlo Aurilio,3442,250,245,20,2,194,it,0
La Mochi,3442,1545,246,14,0,141,it,0
Giuseppe Frisi,3441,308,119,20,0,88,it,0
Manuel Femia,3440,1225,21,67,0,232,it,0
AlessandraBerrettini,3440,237,128,126,8366,139,it,0
giulia cami,3438,1492,1313,298,111,302,it,0
Silvia Delrio,3438,565,335,33,50,134,it,0
Francesco De Giulio,3438,123,996,67,45,81,it,0
filippomonti,3437,1614,744,118,9,204,en,0
Giuseppe's,3437,888,23682,419,17995,722,it,0
Andrea Semenzin,3435,726,1575,148,389,284,it,0
Mauro Mennuni,3434,1019,122,62,1,93,en,0
Claudia Gioia,3434,726,134,32,32,126,it,0
Roberto Lombino,3434,888,210,73,0,93,it,0
Dany,3433,1120,4388,96,53,114,it,0
Maria Rachele Ruiu,3433,1005,1451,183,8,495,it,0
antonio ciervo,3432,743,1012,92,12,220,it,0
Marco,3431,1124,3177,138,51,158,it,0
Francesco Mellino,3431,1591,143,75,50,86,it,0
Dante Maffei,3431,428,10272,333,13,349,it,0
✵Repello Muggletum✵,3431,605,3506,389,79,909,it,0
Gianpiero Frari,3430,1005,1087,184,19,475,it,0
Giulia Schiavi,3430,558,6357,215,1356,681,it,0
Gianluca Pini,3429,264,6464,2352,251,469,it,0
giovanni Negri,3429,616,2200,80,2,259,it,0
Caterina Covati,3429,1179,479,62,19,127,it,0
antonello ,3429,1590,4385,751,784,1474,it,0
FrancoDallasta,3428,1446,1378,187,16,172,it,0
Alessandra Palmisano,3428,196,319,66,0,241,it,0
Alessio Vichi,3427,1225,754,19,26,82,it,0
Marcello Mucchi,3427,319,259,145,1,159,it,0
antonio ferrazza,3427,1579,740,64,6,318,it,0
Silvia Barbin,3427,512,360,46,2,86,it,0
Gaia Moretti,3426,1017,359,83,0,111,it,0
Carlo De Rosa,3425,797,3062,583,163,997,it,0
Giacomo Rossi,3424,1005,751,45,2,89,it,0
robby,3423,448,9802,349,896,337,it,0
GiovanMariaRocchitta,3423,373,176,27,5,148,en,0
Giulia Sauro,3423,40,612,131,1,85,it,0
